ticker,cap,country,industry,financial_currency,currency
CLOV,extra_small,United States,Healthcare Plans,USD,USD
0035.HK,extra_small,Hong Kong,Real Estate - Development,HKD,HKD
0435.HK,extra_small,Hong Kong,REIT - Diversified,HKD,HKD
OPFI,extra_small,United States,Credit Services,USD,USD
KRRO,extra_small,United States,Biotechnology,USD,USD
SMMF,extra_small,United States,Banks - Regional,USD,USD
CRMT,extra_small,United States,Auto & Truck Dealerships,USD,USD
VLGEA,extra_small,United States,Grocery Stores,USD,USD
3480.T,extra_small,Japan,Real Estate - Development,JPY,JPY
WTI,extra_small,United States,Oil & Gas E&P,USD,USD
MUX,extra_small,Canada,Other Precious Metals & Mining,USD,USD
REAL,extra_small,United States,Luxury Goods,USD,USD
ADVM,extra_small,United States,Biotechnology,USD,USD
PSTL,extra_small,United States,REIT - Office,USD,USD
BCOM.TA,extra_small,Israel,Telecom Services,ILS,ILA
AXGN,extra_small,United States,Medical Devices,USD,USD
DSKE,extra_small,United States,Trucking,USD,USD
ST5.DE,extra_small,Germany,Lumber & Wood Production,EUR,EUR
BHB,extra_small,United States,Banks - Regional,USD,USD
ACIU,extra_small,Switzerland,Biotechnology,CHF,USD
CONFIPET.NS,extra_small,India,Oil & Gas Refining & Marketing,INR,INR
HUMA,extra_small,United States,Biotechnology,USD,USD
DAKT,extra_small,United States,Electronic Components,USD,USD
CYH,extra_small,United States,Medical Care Facilities,USD,USD
VALU,extra_small,United States,Financial Data & Stock Exchanges,USD,USD
ILM1.DE,extra_small,Germany,Medical Distribution,EUR,EUR
CTO,extra_small,United States,REIT - Diversified,USD,USD
AQST,extra_small,United States,Drug Manufacturers - Specialty & Generic,USD,USD
EPIX,extra_small,Canada,Biotechnology,USD,USD
HRTX,extra_small,United States,Biotechnology,USD,USD
CSV,extra_small,United States,Personal Services,USD,USD
MGTX,extra_small,United States,Biotechnology,USD,USD
DGL.NZ,extra_small,New Zealand,Beverages - Wineries & Distilleries,NZD,NZD
VHI,extra_small,United States,Chemicals,USD,USD
6633.HK,extra_small,China,Electronic Gaming & Multimedia,CNY,HKD
GREENPLY.NS,extra_small,India,Lumber & Wood Production,INR,INR
FORR,extra_small,United States,Consulting Services,USD,USD
0547.HK,extra_small,Hong Kong,Entertainment,HKD,HKD
ANNX,extra_small,United States,Biotechnology,USD,USD
PANL,extra_small,United States,Marine Shipping,USD,USD
SHBI,extra_small,United States,Banks - Regional,USD,USD
INDOCO.NS,extra_small,India,Drug Manufacturers - Specialty & Generic,INR,INR
KMDA,extra_small,Israel,Drug Manufacturers - Specialty & Generic,USD,USD
INZY,extra_small,United States,Biotechnology,USD,USD
AMRN,extra_small,Ireland,Drug Manufacturers - General,USD,USD
UNITECH.NS,extra_small,India,Real Estate - Diversified,INR,INR
MNMD,extra_small,United States,Biotechnology,USD,USD
SOLAR-B.CO,extra_small,Denmark,Electronics & Computer Distribution,DKK,DKK
ISLAX.OL,extra_small,Norway,Farm Products,EUR,NOK
ASHIANA.NS,extra_small,India,Real Estate - Development,INR,INR
EAPI.PA,extra_small,France,Drug Manufacturers - Specialty & Generic,EUR,EUR
AGS,extra_small,United States,Gambling,USD,USD
FFIC,extra_small,United States,Banks - Regional,USD,USD
ARP.ST,extra_small,Poland,Paper & Paper Products,PLN,SEK
0302.HK,extra_small,China,Electronic Gaming & Multimedia,CNY,HKD
PEPG,extra_small,United States,Biotechnology,USD,USD
SEQUENT.NS,extra_small,India,Drug Manufacturers - Specialty & Generic,INR,INR
SWIM,extra_small,United States,Building Products & Equipment,USD,USD
300467.SZ,extra_small,China,Electronic Gaming & Multimedia,CNY,CNY
HNST,extra_small,United States,Household & Personal Products,USD,USD
NEGG,extra_small,United States,Internet Retail,USD,USD
4825.T,extra_small,Japan,Internet Content & Information,JPY,JPY
VMD,extra_small,United States,Medical Devices,USD,USD
ANIK,extra_small,United States,Medical Instruments & Supplies,USD,USD
CIX,extra_small,United States,Security & Protection Services,USD,USD
SMLISUZU.NS,extra_small,India,Auto Manufacturers,INR,INR
0662.HK,extra_small,Hong Kong,Insurance - Life,HKD,HKD
MAHLOG.NS,extra_small,India,Integrated Freight & Logistics,INR,INR
ARTNA,extra_small,United States,Utilities - Regulated Water,USD,USD
AVON.L,extra_small,United Kingdom,Aerospace & Defense,USD,GBP
AMSWA,extra_small,United States,Software - Application,USD,USD
SANDHAR.NS,extra_small,India,Auto Parts,INR,INR
GGR,extra_small,Taiwan,Auto Manufacturers,USD,USD
SSP,extra_small,United States,Broadcasting,USD,USD
STOK,extra_small,United States,Biotechnology,USD,USD
7679.T,extra_small,Japan,Pharmaceutical Retailers,JPY,JPY
EEX,extra_small,United States,Advertising Agencies,USD,USD
PACK,extra_small,United States,Packaging & Containers,USD,USD
SNBR,extra_small,United States,"Furnishings, Fixtures & Appliances",USD,USD
HIFS,extra_small,United States,Banks - Regional,USD,USD
EXK,extra_small,Canada,Other Precious Metals & Mining,USD,USD
HEX.OL,extra_small,Norway,Packaging & Containers,NOK,NOK
TBI,extra_small,United States,Staffing & Employment Services,USD,USD
SLDB,extra_small,United States,Biotechnology,USD,USD
VOLUE.OL,extra_small,Norway,Software - Application,NOK,NOK
SMBK,extra_small,United States,Banks - Regional,USD,USD
TCMD,extra_small,United States,Medical Devices,USD,USD
MPX,extra_small,United States,Recreational Vehicles,USD,USD
JCHAC.NS,extra_small,India,"Furnishings, Fixtures & Appliances",INR,INR
5983.KL,extra_small,Malaysia,Auto & Truck Dealerships,MYR,MYR
YIT.HE,extra_small,Finland,Engineering & Construction,EUR,EUR
JRVR,extra_small,Bermuda,Insurance - Specialty,USD,USD
ALTG,extra_small,United States,Rental & Leasing Services,USD,USD
DIC.DE,extra_small,Germany,N/A,EUR,EUR
SHYF,extra_small,United States,Farm & Heavy Construction Machinery,USD,USD
ANORA.HE,extra_small,Finland,Beverages - Wineries & Distilleries,EUR,EUR
HSHP,extra_small,Bermuda,Marine Shipping,USD,USD
CIGNITITEC.NS,extra_small,India,Information Technology Services,INR,INR
DOLLAR.NS,extra_small,India,Apparel Manufacturing,INR,INR
MCFT,extra_small,United States,Recreational Vehicles,USD,USD
NWO.F,extra_small,Germany,Internet Content & Information,EUR,EUR
SENEA,extra_small,United States,Packaged Foods,USD,USD
OIS,extra_small,United States,Oil & Gas Equipment & Services,USD,USD
ZIL2.DE,extra_small,Germany,Auto Parts,EUR,EUR
SIGA,extra_small,United States,Drug Manufacturers - Specialty & Generic,USD,USD
UIS,extra_small,United States,Information Technology Services,USD,USD
CVEO,extra_small,United States,Specialty Business Services,USD,USD
QUICKHEAL.NS,extra_small,India,Software - Application,INR,INR
FILATEX.NS,extra_small,India,Textile Manufacturing,INR,INR
SNDL,extra_small,Canada,Beverages - Wineries & Distilleries,CAD,USD
PRAKASH.NS,extra_small,India,Steel,INR,INR
MOFG,extra_small,United States,Banks - Regional,USD,USD
SOI,extra_small,United States,Oil & Gas Equipment & Services,USD,USD
MTRX,extra_small,United States,Engineering & Construction,USD,USD
MCGS.QA,extra_small,Qatar,Medical Care Facilities,QAR,QAR
RRBI,extra_small,United States,Banks - Regional,USD,USD
CAN,extra_small,Singapore,Computer Hardware,USD,USD
AUTOAXLES.NS,extra_small,India,Auto Parts,INR,INR
NAUT,extra_small,United States,Biotechnology,USD,USD
AVIR,extra_small,United States,Biotechnology,USD,USD
SPOK,extra_small,United States,Health Information Services,USD,USD
ICEAIR.IC,extra_small,Iceland,Airlines,USD,ISK
EGHT,extra_small,United States,Software - Application,USD,USD
ATAI,extra_small,Germany,Biotechnology,USD,USD
GOSS,extra_small,United States,Biotechnology,USD,USD
11B.WA,extra_small,Poland,Electronic Gaming & Multimedia,PLN,PLN
SHF.DE,extra_small,Germany,Information Technology Services,EUR,EUR
2753.TW,extra_small,Taiwan,Restaurants,TWD,TWD
PROC,extra_small,Luxembourg,Drug Manufacturers - Specialty & Generic,USD,USD
GNTY,extra_small,United States,Banks - Regional,USD,USD
TCRX,extra_small,United States,Biotechnology,USD,USD
NILKAMAL.NS,extra_small,India,"Furnishings, Fixtures & Appliances",INR,INR
MCBC,extra_small,United States,Banks - Regional,USD,USD
LUNG,extra_small,United States,Medical Devices,USD,USD
PZA.TO,extra_small,Canada,Restaurants,CAD,CAD
HYLN,extra_small,United States,Auto Parts,USD,USD
DSX,extra_small,Greece,Marine Shipping,USD,USD
0032.HK,extra_small,Hong Kong,Education & Training Services,HKD,HKD
AIRS,extra_small,United States,Medical Care Facilities,USD,USD
GPRO,extra_small,United States,Consumer Electronics,USD,USD
PSAN.DE,extra_small,Germany,Software - Application,EUR,EUR
SMXT,extra_small,United States,Solar,USD,USD
BBW,extra_small,United States,Specialty Retail,USD,USD
078340.KQ,extra_small,South Korea,N/A,KRW,KRW
3817.T,extra_small,Japan,Information Technology Services,JPY,JPY
PSTX,extra_small,United States,Biotechnology,USD,USD
3104.T,extra_small,Japan,Textile Manufacturing,JPY,JPY
FNKO,extra_small,United States,Leisure,USD,USD
BOOM,extra_small,United States,Oil & Gas Equipment & Services,USD,USD
MPB,extra_small,United States,Banks - Regional,USD,USD
XERS,extra_small,United States,Biotechnology,USD,USD
194480.KQ,extra_small,South Korea,N/A,KRW,KRW
MBI,extra_small,United States,Insurance - Specialty,USD,USD
ANUP.NS,extra_small,India,Specialty Industrial Machinery,INR,INR
STEM,extra_small,United States,Software - Infrastructure,USD,USD
ENTA,extra_small,United States,Biotechnology,USD,USD
NATR,extra_small,United States,Packaged Foods,USD,USD
TIDEWATER.NS,extra_small,India,Specialty Chemicals,INR,INR
SOPH,extra_small,Switzerland,Health Information Services,USD,USD
MPSLTD.NS,extra_small,India,Publishing,INR,INR
ERAS,extra_small,United States,Biotechnology,USD,USD
0026.HK,extra_small,Hong Kong,Real Estate - Development,HKD,HKD
GCO,extra_small,United States,Apparel Retail,USD,USD
SMR,extra_small,United States,Specialty Industrial Machinery,USD,USD
LOVE,extra_small,United States,"Furnishings, Fixtures & Appliances",USD,USD
SMHI,extra_small,United States,Marine Shipping,USD,USD
SOHU,extra_small,China,Electronic Gaming & Multimedia,USD,USD
TCI,extra_small,United States,Real Estate Services,USD,USD
BWB,extra_small,United States,Banks - Regional,USD,USD
SHCR,extra_small,United States,Health Information Services,USD,USD
POLYPLEX.NS,extra_small,India,Specialty Chemicals,INR,INR
IMMP,extra_small,Australia,Biotechnology,AUD,USD
ARNA.JK,extra_small,Indonesia,Building Products & Equipment,IDR,IDR
F3C.DE,extra_small,Germany,Specialty Industrial Machinery,EUR,EUR
SEZL,extra_small,United States,Credit Services,USD,USD
LMNR,extra_small,United States,Farm Products,USD,USD
RBB,extra_small,United States,Banks - Regional,USD,USD
APOLLOPIPE.NS,extra_small,India,Building Products & Equipment,INR,INR
EBTC,extra_small,United States,Banks - Regional,USD,USD
DRCT,extra_small,United States,Advertising Agencies,USD,USD
SANGHIIND.NS,extra_small,India,Building Materials,INR,INR
VSTTILLERS.NS,extra_small,India,Farm & Heavy Construction Machinery,INR,INR
WLFC,extra_small,United States,Rental & Leasing Services,USD,USD
ZUMZ,extra_small,United States,Apparel Retail,USD,USD
ACCELYA.NS,extra_small,India,Information Technology Services,INR,INR
NWPX,extra_small,United States,Metal Fabrication,USD,USD
NAAS,extra_small,China,Specialty Retail,CNY,USD
3026.KL,extra_small,Malaysia,Packaged Foods,MYR,MYR
SHALBY.NS,extra_small,India,Medical Care Facilities,INR,INR
MYTE,extra_small,Germany,Luxury Goods,EUR,USD
SAR,extra_small,United States,Asset Management,USD,USD
PFS.NS,extra_small,India,Credit Services,INR,INR
PARAGMILK.NS,extra_small,India,Packaged Foods,INR,INR
AVD,extra_small,United States,Agricultural Inputs,USD,USD
FRGE,extra_small,United States,Software - Application,USD,USD
UROY,extra_small,Canada,Uranium,CAD,USD
RAPT,extra_small,United States,Biotechnology,USD,USD
NREF,extra_small,United States,REIT - Mortgage,USD,USD
GAMB,extra_small,Jersey,Gambling,USD,USD
ARL,extra_small,United States,Real Estate - Development,USD,USD
FBLG,extra_small,United States,Biotechnology,USD,USD
GILT,extra_small,Israel,Communication Equipment,USD,USD
ADB.MI,extra_small,Italy,Airports & Air Services,EUR,EUR
TRUE,extra_small,United States,Internet Content & Information,USD,USD
301011.SZ,extra_small,China,Electronic Gaming & Multimedia,CNY,CNY
VSTA,extra_small,Brazil,Education & Training Services,BRL,USD
LANV,extra_small,China,Luxury Goods,EUR,USD
SMTI,extra_small,United States,Medical Instruments & Supplies,USD,USD
HIVE,extra_small,Canada,Capital Markets,USD,USD
APPS,extra_small,United States,Software - Application,USD,USD
NVX,extra_small,Australia,Electrical Equipment & Parts,USD,USD
SENS,extra_small,United States,Medical Devices,USD,USD
REPCOHOME.NS,extra_small,India,Mortgage Finance,INR,INR
CRI.PA,extra_small,France,Textile Manufacturing,EUR,EUR
AEVA,extra_small,United States,Software - Infrastructure,USD,USD
NBTX,extra_small,France,Biotechnology,EUR,USD
SYNT.L,extra_small,United Kingdom,Specialty Chemicals,GBP,GBP
KOD,extra_small,United States,Biotechnology,USD,USD
BMN.AX,extra_small,Australia,Uranium,AUD,AUD
PERF,extra_small,Taiwan,Software - Application,USD,USD
PKOH,extra_small,United States,Specialty Industrial Machinery,USD,USD
CEI.V,extra_small,Canada,Oil & Gas E&P,CAD,CAD
MTNL.NS,extra_small,India,Telecom Services,INR,INR
SCM,extra_small,United States,Asset Management,USD,USD
SOMANYCERA.NS,extra_small,India,Building Products & Equipment,INR,INR
INDIAGLYCO.NS,extra_small,India,Chemicals,INR,INR
SLQT,extra_small,United States,Insurance Brokers,USD,USD
GHG,extra_small,China,Lodging,CNY,USD
MTLS,extra_small,Belgium,Software - Application,EUR,USD
300518.SZ,extra_small,China,Electronic Gaming & Multimedia,CNY,CNY
FRST,extra_small,United States,Banks - Regional,USD,USD
CTV,extra_small,United States,Advertising Agencies,USD,USD
VADILALIND.NS,extra_small,India,Packaged Foods,INR,INR
TGAN,extra_small,United States,Semiconductor Equipment & Materials,USD,USD
ZYE1.F,extra_small,Austria,Banks - Regional,EUR,EUR
PKE,extra_small,United States,Aerospace & Defense,USD,USD
HNRG,extra_small,United States,Thermal Coal,USD,USD
TTSH,extra_small,United States,Home Improvement Retail,USD,USD
COOK,extra_small,United States,"Furnishings, Fixtures & Appliances",USD,USD
IPI,extra_small,United States,Agricultural Inputs,USD,USD
AMWL,extra_small,United States,Health Information Services,USD,USD
VSTM,extra_small,United States,Biotechnology,USD,USD
SBO.OL,extra_small,Norway,Real Estate Services,NOK,NOK
2368.HK,extra_small,Hong Kong,Apparel Manufacturing,HKD,HKD
PRCH,extra_small,United States,Software - Application,USD,USD
GCI,extra_small,United States,Publishing,USD,USD
LEV,extra_small,Canada,Farm & Heavy Construction Machinery,USD,USD
HUHTAMAKI.NS,extra_small,India,Packaging & Containers,INR,INR
WENDT.NS,extra_small,India,Tools & Accessories,INR,INR
RPGLIFE.NS,extra_small,India,Drug Manufacturers - Specialty & Generic,INR,INR
YSG,extra_small,China,Household & Personal Products,CNY,USD
HONDAPOWER.NS,extra_small,India,Specialty Industrial Machinery,INR,INR
NODK,extra_small,United States,Insurance - Property & Casualty,USD,USD
ACNB,extra_small,United States,Banks - Regional,USD,USD
WBX,extra_small,Spain,Electronic Components,EUR,USD
SASKEN.NS,extra_small,India,Information Technology Services,INR,INR
HBCP,extra_small,United States,Banks - Regional,USD,USD
RCH.L,extra_small,United Kingdom,Publishing,GBP,GBP
WTBA,extra_small,United States,Banks - Regional,USD,USD
HINDOILEXP.NS,extra_small,India,Oil & Gas E&P,INR,INR
BON.PA,extra_small,France,Packaged Foods,EUR,EUR
STRO,extra_small,United States,Biotechnology,USD,USD
WOW,extra_small,United States,Telecom Services,USD,USD
ALEMBICLTD.NS,extra_small,India,Real Estate - Development,INR,INR
VBNK,extra_small,Canada,Banks - Regional,CAD,USD
7844.T,extra_small,Japan,Electronic Gaming & Multimedia,JPY,JPY
GLUE,extra_small,United States,Biotechnology,USD,USD
FISI,extra_small,United States,Banks - Regional,USD,USD
LX,extra_small,China,Credit Services,CNY,USD
REFI,extra_small,United States,REIT - Mortgage,USD,USD
WHF,extra_small,United States,Asset Management,USD,USD
SFIX,extra_small,United States,Apparel Retail,USD,USD
LE,extra_small,United States,Apparel Retail,USD,USD
0078.HK,extra_small,Hong Kong,Lodging,HKD,HKD
ITIC,extra_small,United States,Insurance - Specialty,USD,USD
TCNSBRANDS.NS,extra_small,India,Apparel Manufacturing,INR,INR
TSVT,extra_small,United States,Biotechnology,USD,USD
AKBA,extra_small,United States,Biotechnology,USD,USD
ARAY,extra_small,United States,Medical Devices,USD,USD
5982.T,extra_small,Japan,Specialty Industrial Machinery,JPY,JPY
6820.HK,extra_small,China,Electronic Gaming & Multimedia,CNY,HKD
ASA,extra_small,United States,Asset Management,USD,USD
LYRA,extra_small,United States,Biotechnology,USD,USD
IRBT,extra_small,United States,"Furnishings, Fixtures & Appliances",USD,USD
FHTX,extra_small,United States,Biotechnology,USD,USD
JAGRAN.NS,extra_small,India,Publishing,INR,INR
BRT,extra_small,United States,REIT - Residential,USD,USD
ANL,extra_small,Cayman Islands,Biotechnology,USD,USD
GTLINFRA.NS,extra_small,India,Communication Equipment,INR,INR
